Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Direction
valX,b2402,2521051,2521126,tRNA-Val(UAC),+
rseA,b2572,2708754,2709404,anti-sigma-E factor RseA,-
ygfS,b2886,3028524,3029012,putative electron transport protein YgfS,-
yidD,b4557,3884816,3885073,membrane protein insertion efficiency factor,+
ybjL,b0847,888134,889819,putative transport protein YbjL,-
iadA,b4328,4558354,4559526,isoaspartyl dipeptidase,-
hybE,b2992,3140311,3140799,hydrogenase 2-specific chaperone,-
gadA,b3517,3666180,3667580,glutamate decarboxylase A,-
hha,b0460,480090,480308,haemolysin expression-modulating protein Hha,-
ypaB,b4605,2344594,2344737,protein YpaB,-
menF,b2265,2379348,2380643,isochorismate synthase MenF,-
mdh,b3236,3383330,3384268,malate dehydrogenase,-
rlmC,b0859,898518,899645,23S rRNA m<sup>5</sup>U747 methyltransferase,+
mdtN,b4082,4303078,4304109,putative multidrug efflux pump membrane fusion protein,-
cof,b0446,467412,468230,HMP-PP phosphatase,+
dxr,b0173,193521,194717,1-deoxy-D-xylulose 5-phosphate reductoisomerase,+
insAB1,,19811,20508,InsAB' transposase,-
yggF,b2930,3075217,3076182,"fructose 1,6-bisphosphatase YggF",-
gspK,b3332,3462924,3463907,type II secretion system protein GspK,+
opgC,b1047,1107784,1108941,osmoregulated periplasmic glucans (OPG) biosynthesis protein C,-
malY,b1622,1700957,1702129,negative regulator of MalT activity/cystathionine &beta;-lyase,+
yedP,b1955,2025511,2026326,putative mannosyl-3-phosphoglycerate phosphatase,+
atpC,b3731,3915553,3915972,ATP synthase F<sub>1</sub> complex subunit &epsilon;,-
ycfJ,b1110,1167599,1168138,PF05433 family protein YcfJ,+
yqgB,b2939,3085920,3086051,acid stress response protein YqgB,-
ygaC,b2671,2799650,2799994,DUF2002 domain-containing protein YgaC,-
napA,b2206,2300267,2302753,periplasmic nitrate reductase subunit NapA,-
gluQ,b0144,159186,160112,glutamyl-Q tRNA<sup>Asp</sup> synthetase,-
hsrA,b3754,3939185,3940612,putative transporter HsrA,-
ycgX,b1161,1212703,1213107,DUF1398 domain-containing protein YcgX,-
rpoS,b2741,2866559,2867551,RNA polymerase sigma factor RpoS,-
ydeT,b1505,1588853,1590001,fimbrial usher domain-containing protein YdeT,-
ppsA,b1702,1784734,1787112,phosphoenolpyruvate synthetase,-
trxA,b3781,3965761,3966090,oxidized thioredoxin // thioredoxin 1,+
cyaR,b4438,2167114,2167200,small regulatory RNA CyaR,+
xylH,b3568,3733720,3734901,xylose ABC transporter membrane subunit,+
feaR,b1384,1446378,1447283,DNA-binding transcriptional activator FeaR,-
yeaH,b1784,1868955,1870238,DUF444 domain-containing protein YeaH,+
serU,b1975,2043468,2043557,tRNA-Ser(CGA),-
ychF,b1203,1256721,1257812,redox-responsive ATPase YchF,-
yhhN,b3468,3605751,3606377,PF07947 family protein YhhN,+
b3975,b3975,4175213,4175368,,-
yhjY,b3548,3712236,3712934,putative outer membrane protein YhjY,-
sapB,b1293,1354505,1355470,putrescine ABC exporter membrane subunit SapB,-
pcm,b2743,2868893,2869519,protein-L-isoaspartate <i>O</i>-methyltransferase,-
yobF,b1824,1907448,1907591,DUF2527 domain-containing protein YobF,-
yjiT,b4342,4572414,4573931,putative uncharacterized protein YjiT,+
fdoG,b3894,4082772,4085822,formate dehydrogenase O subunit &alpha;,-
fumC,b1611,1685185,1686588,fumarase C,-
pcnB,b0143,157729,159126,poly(A) polymerase I,-
yqeG,b2845,2985847,2987076,putative transporter YqeG,+
thiL,b0417,435634,436611,thiamine monophosphate kinase,+
insC5,b3044,3186187,3186552,IS2 insertion element repressor InsA,+
ispE,b1208,1262026,1262877,4-(cytidine 5'-diphospho)-2-<i>C</i>-methyl-D-erythritol kinase,-
pck,b3403,3532818,3534440,phosphoenolpyruvate carboxykinase (ATP),+
omrA,b4444,2976102,2976189,small regulatory RNA OmrA,-
alsE,b4085,4307783,4308478,D-allulose-6-phosphate 3-epimerase,-
ydgA,b1614,1689852,1691360,DUF945 domain-containing protein YdgA,+
zntA,b3469,3606451,3608649,Zn<sup>2+</sup>/Cd<sup>2+</sup>/Pb<sup>2+</sup> exporting P-type ATPase,+
flgI,b1080,1136274,1137371,flagellar P-ring protein,+
yohC,b2135,2225044,2225631,putative inner membrane protein,-
yidG,b3675,3855608,3855970,inner membrane protein YidG,-
gadB,b1493,1570645,1572045,glutamate decarboxylase B,-
fliT,b1926,2005713,2006078,flagellar biosynthesis protein FliT,+
menC,b2261,2375000,2375962,o-succinylbenzoate synthase,-
queG,b4166,4392928,4394067,epoxyqueuosine reductase,-
yebQ,b1828,1910276,1911649,putative transporter YebQ,+
fliA,b1922,2001070,2001789,RNA polymerase sigma factor FliA,-
yciW,b1287,1348980,1350107,putative peroxidase YciW,-
sdaB,b2797,2929576,2930943,L-serine deaminase II,+
grxB,b1064,1123407,1124054,oxidized glutaredoxin 2 // reduced glutaredoxin 2,-
dsrA,b1954,2025223,2025313,small regulatory RNA DsrA,-
fruA,b2167,2259719,2261410,fructose-specific PTS multiphosphoryl transfer protein FruA,-
flgF,b1077,1133802,1134557,flagellar basal-body rod protein FlgF,+
uspF,b1376,1435185,1435619,universal stress protein F,-
leuZ,b1909,1991815,1991901,tRNA-Leu(UAA),-
arcA,b4401,4639590,4640306,DNA-binding transcriptional dual regulator ArcA-phosphorylated // DNA-binding transcriptional dual regulator ArcA,-
ygcO,b2767,2893919,2894179,putative 4Fe-4S cluster-containing protein,+
tsuB,b2012,2084226,2084453,putative thiosulfate sulfurtransferase,-
yagU,b0287,302991,303605,DUF1440 domain-containing inner membrane protein YagU,+
sohB,b1272,1329332,1330381,S49 peptidase family protein,+
elfD,b0939,998490,999191,putative fimbrial chaperone ElfD,+
fliF,b1938,2013229,2014887,flagellar basal-body MS-ring and collar protein,+
yhgN,b3434,3575071,3575664,MarC family putative inner membrane protein YhgN,+
yhaJ,b3105,3253318,3254214,DNA-binding transcriptional activator YhaJ,-
narJ,b1226,1285139,1285849,nitrate reductase 1 molybdenum cofactor assembly chaperone,+
tmcA,b2474,2593844,2595859,tRNA<sup>Met</sup> cytidine acetyltransferase,-
mngR,b0730,765153,765875,DNA-binding transcriptional repressor MngR,-
ydcO,b1433,1504905,1506080,putative transport protein YdcO,-
thiG,b3991,4191865,4192635,1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase,-
insD2,b1402,1467921,1468826,IS2 insertion element protein InsB,-
ispA,b0421,440202,441101,geranyl diphosphate/farnesyl diphosphate synthase,-
sibD,b4447,3194721,3194865,small RNA SibD,-
yieL,b3719,3899408,3900577,putative hydrolase YieL,-
ycdX,b1034,1098879,1099616,zinc-binding phosphatase YcdX,+
atpG,b3733,3917402,3918265,ATP synthase F<sub>1</sub> complex subunit &gamma;,-
flgC,b1074,1131438,1131842,flagellar basal-body rod protein FlgC,+
yidX,b3696,3875438,3876094,putative lipoprotein YidX,+
yfjF,b2618,2754008,2754298,putative component of the Rsx system,-
yhiM,b3491,3634841,3635893,inner membrane protein YhiM,+
fliD,b1924,2003872,2005278,flagellar filament capping protein,+
ydcI,b1422,1494148,1495071,DNA-binding transcriptional dual regulator YdcI,-
glpR,b3423,3559848,3560605,DNA-binding transcriptional repressor GlpR,-
queC,b0444,464852,465547,7-cyano-7-deazaguanine synthase,-
eamB,b2578,2715423,2716010,cysteine/<i>O</i>-acetylserine exporter EamB,+
ybhQ,b0791,824630,825040,inner membrane protein YbhQ,+
rpoD,b3067,3213047,3214888,RNA polymerase sigma factor RpoD,+
ymcE,b0991,1051847,1052077,protein YmcE,+
metB,b3939,4128672,4129832,<i>O</i>-succinylhomoserine(thiol)-lyase / <i>O</i>-succinylhomoserine lyase,+
trxC,b2582,2718735,2719154,oxidized thioredoxin 2 // reduced thioredoxin 2,+
symR,b4625,4579835,4579911,small regulatory RNA antitoxin SymR,+
ascG,b2714,2838254,2839264,DNA-binding transcriptional repressor AscG,-
flgN,b1070,1129414,1129830,flagellar biosynthesis protein FlgN,-
ybiW,b0823,860174,862606,putative pyruvate formate lyase,-
glyV,b4163,4392360,4392435,tRNA-Gly(GCC),+
rseB,b2571,2707798,2708754,anti-sigma factor stabilizing protein RseB,-
wbbK,b2032,2103391,2104509,putative glycosyltransferase WbbK,-
ycdF,b1005,1067918,1068148,,+
yjjU,b4377,4612411,4613484,putative patatin-like phospholipase YjjU,+
ypfN,b4547,2592762,2592962,PF13980 family protein YpfN,+
clpX,b0438,457426,458700,ATP-dependent Clp protease ATP-binding subunit ClpX,+
yadV,b0140,155461,156201,putative fimbrial chaperone YadV,-
cadA,b4131,4356470,4358617,lysine decarboxylase 1,-
fliR,b1950,2022893,2023678,flagellar biosynthesis protein FliR,+
hyfG,b2487,2608487,2610154,hydrogenase 4 catalytic subunit HyfG,+
acrR,b0464,485761,486408,DNA-binding transcriptional repressor AcrR,+
sucB,b0727,761522,762739,SucB-dihydrolipoate // SucB-S-succinyldihydrolipoate // SucB-lipoate // dihydrolipoyltranssuccinylase,+
rsuA,b2183,2279788,2280483,16S rRNA pseudouridine<sup>516</sup> synthase,-
actP,b4067,4283253,4284902,acetate/glycolate:cation symporter,-
thiC,b3994,4194204,4196099,phosphomethylpyrimidine synthase,-
insF2,b0372,391739,392605,IS3 element protein InsF,-
ubiT,b3157,3300752,3301276,anaerobic ubiquinone biosynthesis accessory factor UbiT,-
sibC,b4446,3056851,3056991,small regulatory RNA antitoxin SibC,+
focA,b0904,953609,954466,formate channel FocA,-
ylbF,b0520,549627,550442,DUF2877 domain-containing protein YlbF,+
atpD,b3732,3915993,3917375,ATP synthase F<sub>1</sub> complex subunit &beta;,-
fliM,b1945,2020087,2021091,flagellar motor switch protein FliM,+
ybfB,b0702,733776,734102,uncharacterized protein YbfB,+
yeaO,b1792,1876909,1877256,DUF488 domain-containing protein YeaO,+
alx,b3088,3238580,3239545,putative membrane-bound redox modulator Alx,+
flgK,b1082,1138378,1140021,flagellar hook-filament junction protein 1,+
mprA,b2684,2810770,2811300,DNA-binding transcriptional regulator MprA,+
nuoL,b2278,2393205,2395046,NADH:quinone oxidoreductase subunit L,-
truA,b2318,2434824,2435636,tRNA pseudouridine<sup>38-40</sup> synthase,-
yidK,b3679,3858401,3860116,putative transporter YidK,-
rsd,b3995,4196332,4196808,regulator of sigma D,-
ylaC,b0458,478781,479251,putative inner membrane protein,-
garL,b3126,3272787,3273557,&alpha;-dehydro-&beta;-deoxy-<i>D</i>-glucarate aldolase,-
pta,b2297,2414747,2416891,phosphate acetyltransferase,+
omrB,b4445,2976304,2976385,small regulatory RNA OmrB,-
nrdH,b2673,2800723,2800968,glutaredoxin-like protein NrdH,+
flhD,b1892,1977847,1978197,DNA-binding transcriptional dual regulator FlhD,-
dpaA,b0224,245065,245805,peptidoglycan <i>meso</i>-diaminopimelic acid protein amidase A,-
asnT,b1977,2044549,2044624,tRNA-Asn(GUU),+
rsxA,b1627,1705767,1706348,SoxR [2Fe-2S] reducing system protein RsxA,+
yfdY,b2377,2495050,2495292,DUF2545 domain-containing protein YfdY,-
yjeI,b4144,4372809,4373162,DUF4156 domain-containing lipoprotein YjeI,+
yhaL,b3107,3255043,3255207,uncharacterized protein YhaL,+
mltA,b2813,2946081,2947178,membrane-bound lytic murein transglycosylase A,-
djlA,b0055,57364,58179,co-chaperone protein DjlA,+
mgrB,b1826,1908623,1908766,PhoQ kinase inhibitor,-
flgJ,b1081,1137371,1138312,putative peptidoglycan hydrolase FlgJ,+
napB,b2203,2298269,2298718,periplasmic nitrate reductase cytochrome c<SUB>550</SUB> protein,-
ygbI,b2735,2860467,2861234,DNA-binding transcriptional repressor YgbI,-
tusC,b3344,3474973,3475332,sulfurtransferase complex subunit TusC,-
sdhC,b0721,755177,755566,"succinate:quinone oxidoreductase, membrane protein SdhC",+
satP,b0010,9928,10494,acetate/succinate:H<sup>+</sup> symporter,-
thiK,b1106,1163260,1164084,thiamine kinase,+
insA9,b4709,258345,258620,IS1 repressor TnpA,-
pheT,b1713,1795557,1797944,phenylalanine&mdash;tRNA ligase subunit &beta;,-
ryhB,b4451,3580922,3581016,small regulatory RNA RyhB,-
nanM,b4310,4537659,4538765,<i>N</i>-acetylneuraminate mutarotase,-
motR,b4828,1977208,1977302,small RNA MotR,-
atpA,b3734,3918316,3919857,ATP synthase F<sub>1</sub> complex subunit &alpha;,-
flgL,b1083,1140033,1140986,flagellar hook-filament junction protein 2,+
yghA,b3003,3149662,3150546,NADP<sup>+</sup>-dependent aldehyde reductase,+
ymgE,b1195,1244728,1244982,PF04226 family protein YmgE,+
hdeD,b3511,3656995,3657567,acid-resistance membrane protein,+
flgG,b1078,1134729,1135511,flagellar basal-body rod protein FlgG,+
ycjW,b1320,1382963,1383961,DNA-binding transcriptional repressor YcjW,-
torC,b0996,1058084,1059256,cytochrome <i>c</i> menaquinol dehydrogenase TorC,+
rluF,b4022,4230354,4231226,23S rRNA pseudouridine<sup>2604</sup> and tRNA<sup>Tyr</sup> pseudouridine<sup>35</sup> synthase,+
ycaD,b0898,945871,947019,putative transporter YcaD,+
ykgL,b0295,312112,312339,uncharacterized protein YkgL,+
rpoH,b3461,3599929,3600783,RNA polymerase sigma factor RpoH,-
yafS,b0213,234816,235538,putative S-adenosyl-L-methionine-dependent methyltransferase,+
dadA,b1189,1237571,1238869,D-amino acid dehydrogenase,+
grxD,b1654,1733754,1734101,glutaredoxin 4,-
micA,b4442,2814802,2814874,small regulatory RNA MicA,+
glcA,b2975,3119597,3121279,glycolate/lactate:H<sup>+</sup> symporter GlcA,-
flgD,b1075,1131854,1132549,"flagellar biosynthesis, initiation of hook assembly",+
timR,b4811,2653356,2653455,putative small regulatory RNA TimR,-
alaU,b3276,3426958,3427033,tRNA-Ala(UGC),-
nlpE,b0192,215269,215979,sensor lipoprotein NlpE,+
arfB,b0191,214833,215255,"peptidyl-tRNA hydrolase, ribosome rescue factor",+
modF,b0760,792316,793788,ABC family protein ModF,-
C0664,,2835055,2835167,,+
yhdP,b4472,3392458,3396258,phospholipid transport factor YhdP,-
yfiL,b2602,2741360,2741725,DUF2799 domain-containing lipoprotein YfiL,+
hdeB,b3509,3655966,3656292,periplasmic acid stress chaperone HdeB,-
pepB,b2523,2655075,2656358,aminopeptidase B,-
dnaJ,b0015,14168,15298,chaperone protein DnaJ,+
prs,b1207,1260928,1261875,ribose-phosphate diphosphokinase,-
fliO,b1947,2021504,2021869,flagellar biosynthesis protein FliO,+
ttdR,b3060,3205324,3206256,Dan transcriptional activator // DNA-binding transcriptional activator Dan,-
narQ,b2469,2585731,2587431,sensor histidine kinase NarQ,+
ppc,b3956,4150447,4153098,phosphoenolpyruvate carboxylase,-
truB,b3166,3311833,3312777,tRNA pseudouridine<sup>55</sup> synthase,-
nupG,b2964,3105714,3106970,nucleoside:H<sup>+</sup> symporter NupG,+
thiH,b3990,4190735,4191868,2-iminoacetate synthase,-
insEF2,,391739,392901,IS3 element transposase,-
lysU,b4129,4353200,4354717,lysine&mdash;tRNA ligase/Ap<sub>4</sub>A synthetase/Ap<sub>3</sub>A synthetase,-
gadY,b4452,3664864,3664969,small regulatory RNA GadY,+
sad,b1525,1613315,1614703,succinate semialdehyde dehydrogenase (NAD(P)<sup>+</sup>) Sad,-
idlP,b4722,4556913,4556996,<i>iraD</i> leader peptide,+
fliI,b1941,2016554,2017927,flagellar export ATPase FliI,+
flhB,b1880,1965043,1966191,flagellar biosynthesis protein FlhB,-
tufB,b3980,4175944,4177128,translation elongation factor Tu 2,+
ygeA,b2840,2979943,2980635,amino acid racemase YgeA,-
yahL,b0326,344176,344991,uncharacterized protein YahL,+
flgA,b1072,1130204,1130863,flagellar basal body P-ring formation protein FlgA,-
narG,b1224,1279864,1283607,nitrate reductase A subunit &alpha;,+
marR,b1530,1619120,1619554,DNA-binding transcriptional repressor MarR,+
rsmD,b3465,3604393,3604989,16S rRNA m<sup>2</sup>G966 methyltransferase,+
ygbN,b2740,2865101,2866465,putative transporter YgbN,+
fecI,b4293,4517714,4518235,RNA polymerase sigma factor FecI,-
yibX,b4795,3797772,3798014,protein YibX-S // protein YibX,-
grxA,b0849,890496,890753,oxidized glutaredoxin 1 // reduced glutaredoxin 1,-
livF,b3454,3592724,3593437,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF,-
mgrR,b4698,1622817,1622914,small regulatory RNA MgrR,-
dcuC,b0621,654583,655968,anaerobic C4-dicarboxylate transporter DcuC,-
fliN,b1946,2021088,2021501,flagellar motor switch protein FliN,+
yoaJ,b4675,1878874,1878948,uncharacterized protein YoaJ,+
cysT,b1910,1991914,1991987,tRNA-Cys(GCA),-
mazF,b2782,2910756,2911091,endoribonuclease toxin MazF,-
prfC,b4375,4609414,4611003,peptide chain release factor RF3,+
yegJ,b2071,2151185,2151646,DUF2314 domain-containing protein YegJ,+
yghS,b2985,3133244,3133957,putative ATP-binding protein YghS,-
trhA,b2899,3042489,3043148,transmembrane homeostasis protein A,-
prc,b1830,1912768,1914816,tail-specific protease,-
fkpA,b3347,3476607,3477419,peptidyl-prolyl <i>cis-trans</i> isomerase FkpA,-
rpnC,b0132,146968,147870,recombination-promoting nuclease RpnC,+
fliJ,b1942,2017946,2018389,flagellar biosynthesis protein FliJ,+
relB,b1564,1645633,1645872,Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB,-
glpA,b2241,2352647,2354275,anaerobic glycerol-3-phosphate dehydrogenase subunit A,+
gltA,b0720,753185,754468,citrate synthase,-
rsmI,b3146,3292475,3293335,16S rRNA 2'-<i>O</i>-ribose C1402 methyltransferase,-
ydjK,b1775,1858850,1860229,putative transporter YdjK,-
thiE,b3993,4193569,4194204,thiamine phosphate synthase,-
insA7,b4294,4518527,4518802,KpLE2 phage-like element; IS1 repressor protein InsA,+
ileS,b0026,22391,25207,isoleucine&mdash;tRNA ligase,+
ohsC,b4608,2700520,2700598,small regulatory RNA OhsC,+
sfsA,b0146,160782,161486,sugar fermentation stimulation protein A,-
ybeL,b0643,675018,675500,DUF1451 domain-containing protein YbeL,+
atpH,b3735,3919870,3920403,ATP synthase F<sub>1</sub> complex subunit &delta;,-
fliP,b1948,2021869,2022606,flagellar biosynthesis protein FliP,+
selB,b3590,3758017,3759861,selenocysteyl-tRNA-specific translation elongation factor,-
ytjB,b4387,4624145,4624789,probable inner membrane protein Smp,-
sanA,b2144,2232878,2233597,DUF218 domain-containing protein SanA,+
fliC,b1923,2002110,2003606,flagellar filament structural protein,-
bolA,b0435,454472,454789,DNA binding transcriptional dual regulator BolA-phosphorylated // DNA-binding transcriptional dual regulator BolA,+
hyfD,b2484,2604811,2606250,hydrogenase 4 component D,+
rluB,b1269,1326852,1327727,23S rRNA pseudouridine<sup>2605</sup> synthase,+
murJ,b1069,1127839,1129374,lipid II flippase MurJ,+
ykiE,b4801,4518372,4518440,protein YkiE,+
flgM,b1071,1129835,1130128,anti-sigma factor for FliA (&sigma;<sup>28</sup>),-
mdtU,b4777,1673608,1673709,protein MdtU,-
mtlD,b3600,3774424,3775572,mannitol-1-phosphate 5-dehydrogenase,+
speD,b0120,134788,135582,<i>S</i>-adenosylmethionine decarboxylase proenzyme // &beta; cleavage product of SpeD // &alpha; cleavage product of SpeD,-
sibA,b4436,2153311,2153454,small RNA SibA,+
dppF,b3540,3701864,3702868,dipeptide ABC transporter ATP binding subunit DppF,-
fliG,b1939,2014880,2015875,flagellar motor switch protein FliG,+
yaeH,b0163,183709,184095,DUF3461 domain-containing protein YaeH,-
valU,b2401,2520931,2521006,tRNA-Val(UAC),+
yfdO,b2358,2472878,2473246,CPS-53 (KpLE1) prophage; protein YdfO,-
hpf,b3203,3346173,3346460,ribosome hibernation-promoting factor,+
ydcA,b1419,1491677,1491850,protein YdcA,+
G0-10702,,3354064,3354169,,+
yadH,b0128,143702,144472,putative ABC transporter membrane subunit YadH,+
ygcR,b2770,2895776,2896555,putative flavoprotein,-
yhiN,b3492,3636208,3637410,putative oxidoreductase YhiN,-
cpxR,b3912,4104972,4105670,CpxR-phosphorylated // DNA-binding transcriptional dual regulator CpxR,-
djlC,b0649,680212,681663,co-chaperone DjlC,+
rpnB,b2305,2422649,2423539,recombination-promoting nuclease RpnB,-
flk,b2321,2437950,2438945,putative flagella assembly protein,+
nuoI,b2281,2395908,2396450,NADH:quinone oxidoreductase subunit I,-
hypT,b4327,4557378,4558289,DNA-binding transcriptional dual regulator HypT,-
trmB,b2960,3102133,3102852,tRNA m<sup>7</sup>G46 methyltransferase,-
acnA,b1276,1335831,1338506,aconitate hydratase 1,+
nanT,b3224,3371084,3372574,<i>N</i>-acetylneuraminate:H<sup>+</sup> symporter,-
bioH,b3412,3544074,3544844,pimeloyl-acyl carrier protein methyl ester esterase,-
insD4,b2860,2996372,2997277,IS2 insertion element protein InsB,-
