Gene_id,Genename,log2FoldChange(KANvsH2O),significant(KANvsH2O),KAN_avg_fpkm,H2O_avg_fpkm,biological_process,biological_process_description,cellular_component,cellular_component_description,molecular_function,molecular_function_description,KEGG AnnotInfo,KEGG url,Description,FPKM_Difference,Rank_FPKM,Rank_Log2FC,Effect_Size
b3992,thiF,-3.045,DOWN,36.05095489976097,196.45179691643466,GO:0019438//GO:0034641//GO:0044249//GO:0046148//GO:1901362//GO:1901360//GO:0009058//GO:0071704//GO:0033014//GO:0044763//GO:0044711//GO:0042168//GO:0006778//GO:0044271//GO:0009987//GO:0033013//GO:0046156//GO:0008152//GO:0051186//GO:0044710//GO:0019354//GO:0006725//GO:0006779//GO:0055114//GO:1901566//GO:0042440//GO:0044699//GO:0044237//GO:0046483//GO:0018130//GO:1901564//GO:0051188//GO:0006783//GO:1901576//GO:0008150//GO:0006807,aromatic compound biosynthetic process//cellular nitrogen compound metabolic process//cellular biosynthetic process//pigment biosynthetic process//organic cyclic compound biosynthetic process//organic cyclic compound metabolic process//biosynthetic process//organic substance metabolic process//tetrapyrrole biosynthetic process//single-organism cellular process//single-organism biosynthetic process//heme metabolic process//porphyrin-containing compound metabolic process//cellular nitrogen compound biosynthetic process//cellular process//tetrapyrrole metabolic process//siroheme metabolic process//metabolic process//cofactor metabolic process//single-organism metabolic process//siroheme biosynthetic process//cellular aromatic compound metabolic process//porphyrin-containing compound biosynthetic process//oxidation-reduction process//organonitrogen compound biosynthetic process//pigment metabolic process//single-organism process//cellular metabolic process//heterocycle metabolic process//heterocycle biosynthetic process//organonitrogen compound metabolic process//cofactor biosynthetic process//heme biosynthetic process//organic substance biosynthetic process//biological_process//nitrogen compound metabolic process,--,--,GO:0016874//GO:0048037//GO:0036094//GO:0016877//GO:0050662//GO:1901363//GO:0000166//GO:0016614//GO:0003824//GO:0016627//GO:0003674//GO:0016628//GO:0008677//GO:0043115//GO:0016616//GO:0008641//GO:0097159//GO:0005488//GO:0043167//GO:0071949//GO:1901265//GO:0050660//GO:0043168//GO:0016491//GO:0051287,"ligase activity//cofactor binding//small molecule binding//ligase activity, forming carbon-sulfur bonds//coenzyme binding//heterocyclic compound binding//nucleotide binding//oxidoreductase activity, acting on CH-OH group of donors//catalytic activity//oxidoreductase activity, acting on the CH-CH group of donors//molecular_function//oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor//2-dehydropantoate 2-reductase activity//precorrin-2 dehydrogenase activity//oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor//small protein activating enzyme activity//organic cyclic compound binding//binding//ion binding//FAD binding//nucleoside phosphate binding//flavin adenine dinucleotide binding//anion binding//oxidoreductase activity//NAD binding","K03148 sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73] | (RefSeq) thiF; adenylyltransferase, modifies ThiS C-terminus",http://www.genome.jp/dbget-bin/www_bget?eco:b3992,adenylyltransferase%2C modifies ThiS C-terminus,-160.4008420166737,730.0,249.0,979.0
b1205,ychH,-1.2744,DOWN,7996.50465397455,12779.293346261933,--,--,--,--,--,--,no KO assigned | (RefSeq) ychH; DUF2583 family putative inner membrane protein,http://www.genome.jp/dbget-bin/www_bget?eco:b1205,DUF2583 family putative inner membrane protein,-4782.788692287383,11.0,970.0,981.0
b3298,rpsM,-1.334,DOWN,1335.4024547067668,2216.6507274468263,GO:0008152//GO:0009059//GO:0009987//GO:0044271//GO:0034645//GO:0006518//GO:0044238//GO:0071704//GO:0009058//GO:0044249//GO:0043603//GO:0044267//GO:0034641//GO:0006807//GO:0043604//GO:0008150//GO:1901576//GO:0010467//GO:1901564//GO:0006412//GO:0044237//GO:0019538//GO:0044260//GO:1901566//GO:0043170//GO:0043043,metabolic process//macromolecule biosynthetic process//cellular process//cellular nitrogen compound biosynthetic process//cellular macromolecule biosynthetic process//peptide metabolic process//primary metabolic process//organic substance metabolic process//biosynthetic process//cellular biosynthetic process//cellular amide metabolic process//cellular protein metabolic process//cellular nitrogen compound metabolic process//nitrogen compound metabolic process//amide biosynthetic process//biological_process//organic substance biosynthetic process//gene expression//organonitrogen compound metabolic process//translation//cellular metabolic process//protein metabolic process//cellular macromolecule metabolic process//organonitrogen compound biosynthetic process//macromolecule metabolic process//peptide biosynthetic process,GO:0044444//GO:0043226//GO:0032991//GO:0005623//GO:0005622//GO:0044424//GO:0043228//GO:0043229//GO:0005840//GO:0005575//GO:0044464//GO:0043232//GO:0030529//GO:0005737,cytoplasmic part//organelle//macromolecular complex//cell//intracellular//intracellular part//non-membrane-bounded organelle//intracellular organelle//ribosome//cellular_component//cell part//intracellular non-membrane-bounded organelle//ribonucleoprotein complex//cytoplasm,GO:0003676//GO:0003674//GO:1901363//GO:0005198//GO:0003735//GO:0097159//GO:0005488//GO:0003723,nucleic acid binding//molecular_function//heterocyclic compound binding//structural molecule activity//structural constituent of ribosome//organic cyclic compound binding//binding//RNA binding,K02952 small subunit ribosomal protein S13 | (RefSeq) rpsM; 30S ribosomal subunit protein S13,http://www.genome.jp/dbget-bin/www_bget?eco:b3298,30S ribosomal subunit protein S13,-881.2482727400595,68.0,914.0,982.0
b3102,yqjG,-3.5848,DOWN,20.930803956088166,165.18814256139,--,--,--,--,GO:0003674//GO:0005515//GO:0005488,molecular_function//protein binding//binding,K07393 glutathionyl-hydroquinone reductase [EC:1.8.5.7] | (RefSeq) yqjG; putative S-transferase,http://www.genome.jp/dbget-bin/www_bget?eco:b3102,putative S-transferase,-144.25733860530184,806.0,177.0,983.0
b0430,cyoC,-2.198,DOWN,101.42892057339066,308.52495153284667,--,--,GO:0016020//GO:0005575,membrane//cellular_component,GO:0003824//GO:0003674//GO:0015002//GO:0016491,catalytic activity//molecular_function//heme-copper terminal oxidase activity//oxidoreductase activity,K02299 cytochrome o ubiquinol oxidase subunit III | (RefSeq) cyoC; cytochrome o ubiquinol oxidase subunit III,http://www.genome.jp/dbget-bin/www_bget?eco:b0430,cytochrome o ubiquinol oxidase subunit III,-207.09603095945602,501.0,485.0,986.0
b0622,pagP,-3.863,DOWN,15.685541180001266,149.752012522686,GO:0008152//GO:0044710//GO:0044699//GO:0055114//GO:0008150,metabolic process//single-organism metabolic process//single-organism process//oxidation-reduction process//biological_process,--,--,GO:0030151//GO:0046872//GO:0003674//GO:0003824//GO:0005488//GO:0046914//GO:0043167//GO:0016491//GO:0043169,molybdenum ion binding//metal ion binding//molecular_function//catalytic activity//binding//transition metal ion binding//ion binding//oxidoreductase activity//cation binding,K12973 lipid IVA palmitoyltransferase [EC:2.3.1.251] | (RefSeq) pagP; phospholipid:lipid A palmitoyltransferase,http://www.genome.jp/dbget-bin/www_bget?eco:b0622,phospholipid:lipid A palmitoyltransferase,-134.06647134268474,843.0,143.0,986.0
b4396,rob,-1.4962,DOWN,522.1124144047807,974.1258731731483,GO:0019438//GO:0009889//GO:0080090//GO:0034641//GO:0044249//GO:1901362//GO:0065007//GO:1901360//GO:0009058//GO:0044238//GO:0071704//GO:0031323//GO:0090304//GO:0034654//GO:2001141//GO:0034645//GO:0044271//GO:0051252//GO:0009987//GO:0010468//GO:0019219//GO:0009059//GO:0008152//GO:0006725//GO:0031326//GO:0043170//GO:0006355//GO:0044260//GO:0032774//GO:0044237//GO:0046483//GO:0010556//GO:0050789//GO:0018130//GO:0050794//GO:0051171//GO:2000112//GO:0016070//GO:0060255//GO:0010467//GO:1903506//GO:0006139//GO:0008150//GO:1901576//GO:0097659//GO:0006351//GO:0019222//GO:0006807,"aromatic compound biosynthetic process//regulation of biosynthetic process//regulation of primary metabolic process//cellular nitrogen compound metabolic process//cellular biosynthetic process//organic cyclic compound biosynthetic process//biological regulation//organic cyclic compound metabolic process//biosynthetic process//primary metabolic process//organic substance metabolic process//regulation of cellular metabolic process//nucleic acid metabolic process//nucleobase-containing compound biosynthetic process//regulation of RNA biosynthetic process//cellular macromolecule biosynthetic process//cellular nitrogen compound biosynthetic process//regulation of RNA metabolic process//cellular process//regulation of gene expression//regulation of nucleobase-containing compound metabolic process//macromolecule biosynthetic process//metabolic process//cellular aromatic compound metabolic process//regulation of cellular biosynthetic process//macromolecule metabolic process//regulation of transcription, DNA-templated//cellular macromolecule metabolic process//RNA biosynthetic process//cellular metabolic process//heterocycle metabolic process//regulation of macromolecule biosynthetic process//regulation of biological process//heterocycle biosynthetic process//regulation of cellular process//regulation of nitrogen compound metabolic process//regulation of cellular macromolecule biosynthetic process//RNA metabolic process//regulation of macromolecule metabolic process//gene expression//regulation of nucleic acid-templated transcription//nucleobase-containing compound metabolic process//biological_process//organic substance biosynthetic process//nucleic acid-templated transcription//transcription, DNA-templated//regulation of metabolic process//nitrogen compound metabolic process",--,--,GO:1901363//GO:0003674//GO:0003677//GO:0003676//GO:0005488//GO:0097159//GO:0043565//GO:0001071//GO:0003700,"heterocyclic compound binding//molecular_function//DNA binding//nucleic acid binding//binding//organic cyclic compound binding//sequence-specific DNA binding//nucleic acid binding transcription factor activity//transcription factor activity, sequence-specific DNA binding","K05804 AraC family transcriptional regulator, mar-sox-rob regulon activator | (RefSeq) rob; right oriC-binding transcriptional activator, AraC family",http://www.genome.jp/dbget-bin/www_bget?eco:b4396,right oriC-binding transcriptional activator%2C AraC family,-452.0134587683676,178.0,809.0,987.0
b1245,oppC,-1.7875,DOWN,215.04456665798799,491.0384577773653,GO:0006810//GO:0008150//GO:0051234//GO:0051179,transport//biological_process//establishment of localization//localization,GO:0016020//GO:0005575,membrane//cellular_component,--,--,K15582 oligopeptide transport system permease protein | (RefSeq) oppC; oligopeptide ABC transporter permease,http://www.genome.jp/dbget-bin/www_bget?eco:b1245,oligopeptide ABC transporter permease,-275.9938911193773,330.0,658.0,988.0
b2608,rimM,-1.3657,DOWN,959.0772498380562,1625.04814552107,GO:0016070//GO:0010467//GO:0006139//GO:0006807//GO:0008150//GO:0022613//GO:0006725//GO:0034470//GO:0043170//GO:0044260//GO:0046483//GO:0044237//GO:0090304//GO:0071840//GO:0009987//GO:0034660//GO:0008152//GO:0034641//GO:0006396//GO:0042254//GO:0006364//GO:1901360//GO:0044238//GO:0071704//GO:0016072//GO:0044085,RNA metabolic process//gene expression//nucleobase-containing compound metabolic process//nitrogen compound metabolic process//biological_process//ribonucleoprotein complex biogenesis//cellular aromatic compound metabolic process//ncRNA processing//macromolecule metabolic process//cellular macromolecule metabolic process//heterocycle metabolic process//cellular metabolic process//nucleic acid metabolic process//cellular component organization or biogenesis//cellular process//ncRNA metabolic process//metabolic process//cellular nitrogen compound metabolic process//RNA processing//ribosome biogenesis//rRNA processing//organic cyclic compound metabolic process//primary metabolic process//organic substance metabolic process//rRNA metabolic process//cellular component biogenesis,--,--,--,--,K02860 16S rRNA processing protein RimM | (RefSeq) rimM; ribosome maturation factor,http://www.genome.jp/dbget-bin/www_bget?eco:b2608,ribosome maturation factor,-665.9708956830137,102.0,893.0,995.0
b1702,ppsA,-1.6451,DOWN,305.33585334224,630.070597111542,GO:0009987//GO:0008152//GO:0016310//GO:0006796//GO:0006793//GO:0008150//GO:0044237,cellular process//metabolic process//phosphorylation//phosphate-containing compound metabolic process//phosphorus metabolic process//biological_process//cellular metabolic process,--,--,GO:0016301//GO:0005524//GO:0003824//GO:0003674//GO:0016740//GO:0030554//GO:0032553//GO:0016772//GO:0000166//GO:1901363//GO:0017076//GO:0036094//GO:0001883//GO:1901265//GO:0032549//GO:0032555//GO:0032559//GO:0032550//GO:0043168//GO:0035639//GO:0097367//GO:0001882//GO:0043167//GO:0097159//GO:0005488,"kinase activity//ATP binding//catalytic activity//molecular_function//transferase activity//adenyl nucleotide binding//ribonucleotide binding//transferase activity, transferring phosphorus-containing groups//nucleotide binding//heterocyclic compound binding//purine nucleotide binding//small molecule binding//purine nucleoside binding//nucleoside phosphate binding//ribonucleoside binding//purine ribonucleotide binding//adenyl ribonucleotide binding//purine ribonucleoside binding//anion binding//purine ribonucleoside triphosphate binding//carbohydrate derivative binding//nucleoside binding//ion binding//organic cyclic compound binding//binding","K01007 pyruvate, water dikinase [EC:2.7.9.2] | (RefSeq) ppsA; phosphoenolpyruvate synthase",http://www.genome.jp/dbget-bin/www_bget?eco:b1702,phosphoenolpyruvate synthase,-324.73474376930204,263.0,733.0,996.0
b3431,glgX,-2.5373,DOWN,63.60267426984017,243.49014693718232,GO:0044262//GO:0044249//GO:0005975//GO:0044042//GO:0009058//GO:0044238//GO:0071704//GO:0006073//GO:0033692//GO:0009987//GO:0016051//GO:0009059//GO:0009250//GO:0034645//GO:0044763//GO:0044711//GO:0044710//GO:0008152//GO:0043170//GO:0044723//GO:0044264//GO:0044237//GO:0044260//GO:0005976//GO:0044699//GO:0034637//GO:1901576//GO:0008150//GO:0000271,cellular carbohydrate metabolic process//cellular biosynthetic process//carbohydrate metabolic process//glucan metabolic process//biosynthetic process//primary metabolic process//organic substance metabolic process//cellular glucan metabolic process//cellular polysaccharide biosynthetic process//cellular process//carbohydrate biosynthetic process//macromolecule biosynthetic process//glucan biosynthetic process//cellular macromolecule biosynthetic process//single-organism cellular process//single-organism biosynthetic process//single-organism metabolic process//metabolic process//macromolecule metabolic process//single-organism carbohydrate metabolic process//cellular polysaccharide metabolic process//cellular metabolic process//cellular macromolecule metabolic process//polysaccharide metabolic process//single-organism process//cellular carbohydrate biosynthetic process//organic substance biosynthetic process//biological_process//polysaccharide biosynthetic process,--,--,GO:0003824//GO:0003674//GO:0004553//GO:0016740//GO:0016758//GO:0043167//GO:0016798//GO:0016787//GO:0005488//GO:0016757//GO:0043169//GO:0046527,"catalytic activity//molecular_function//hydrolase activity, hydrolyzing O-glycosyl compounds//transferase activity//transferase activity, transferring hexosyl groups//ion binding//hydrolase activity, acting on glycosyl bonds//hydrolase activity//binding//transferase activity, transferring glycosyl groups//cation binding//glucosyltransferase activity",K02438 glycogen debranching enzyme [EC:3.2.1.196] | (RefSeq) glgX; glycogen debranching enzyme,http://www.genome.jp/dbget-bin/www_bget?eco:b3431,glycogen debranching enzyme,-179.88747266734214,622.0,383.0,1005.0
b0865,ybjP,-2.4123,DOWN,71.93280433178712,251.24918670293502,--,--,--,--,--,--,no KO assigned | (RefSeq) ybjP; lipoprotein,http://www.genome.jp/dbget-bin/www_bget?eco:b0865,lipoprotein,-179.31638237114788,594.0,412.0,1006.0
b3153,yhbO,-3.8616,DOWN,14.681899444799067,140.92664422068933,GO:0009236//GO:0044249//GO:0046184//GO:1901615//GO:0034641//GO:0019438//GO:0009110//GO:0044238//GO:0071704//GO:0009058//GO:0006767//GO:1901360//GO:1901362//GO:0033013//GO:0009987//GO:0044711//GO:0044281//GO:0044271//GO:0009108//GO:0090407//GO:0044763//GO:0033014//GO:0044283//GO:0009064//GO:0044710//GO:0042364//GO:0006541//GO:0051186//GO:0008152//GO:0009235//GO:0043436//GO:0006082//GO:1901566//GO:1901605//GO:0006725//GO:0042822//GO:0006520//GO:0046483//GO:0044237//GO:1901617//GO:0044699//GO:0006766//GO:0051188//GO:0006796//GO:0072524//GO:0042819//GO:0006732//GO:0042816//GO:1901564//GO:0018130//GO:0006793//GO:0042823//GO:0006807//GO:0072525//GO:0019637//GO:0008150//GO:1901576//GO:0019752//GO:0006081,cobalamin biosynthetic process//cellular biosynthetic process//aldehyde biosynthetic process//organic hydroxy compound metabolic process//cellular nitrogen compound metabolic process//aromatic compound biosynthetic process//vitamin biosynthetic process//primary metabolic process//organic substance metabolic process//biosynthetic process//water-soluble vitamin metabolic process//organic cyclic compound metabolic process//organic cyclic compound biosynthetic process//tetrapyrrole metabolic process//cellular process//single-organism biosynthetic process//small molecule metabolic process//cellular nitrogen compound biosynthetic process//coenzyme biosynthetic process//organophosphate biosynthetic process//single-organism cellular process//tetrapyrrole biosynthetic process//small molecule biosynthetic process//glutamine family amino acid metabolic process//single-organism metabolic process//water-soluble vitamin biosynthetic process//glutamine metabolic process//cofactor metabolic process//metabolic process//cobalamin metabolic process//oxoacid metabolic process//organic acid metabolic process//organonitrogen compound biosynthetic process//alpha-amino acid metabolic process//cellular aromatic compound metabolic process//pyridoxal phosphate metabolic process//cellular amino acid metabolic process//heterocycle metabolic process//cellular metabolic process//organic hydroxy compound biosynthetic process//single-organism process//vitamin metabolic process//cofactor biosynthetic process//phosphate-containing compound metabolic process//pyridine-containing compound metabolic process//vitamin B6 biosynthetic process//coenzyme metabolic process//vitamin B6 metabolic process//organonitrogen compound metabolic process//heterocycle biosynthetic process//phosphorus metabolic process//pyridoxal phosphate biosynthetic process//nitrogen compound metabolic process//pyridine-containing compound biosynthetic process//organophosphate metabolic process//biological_process//organic substance biosynthetic process//carboxylic acid metabolic process//cellular aldehyde metabolic process,--,--,GO:0016810//GO:0004359//GO:0003824//GO:0003674//GO:0016787//GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds//glutaminase activity//catalytic activity//molecular_function//hydrolase activity//hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",K05520 protease I [EC:3.2.-.-] | (RefSeq) yhbO; stress-resistance protein,http://www.genome.jp/dbget-bin/www_bget?eco:b3153,stress-resistance protein,-126.24474477589025,868.0,144.0,1012.0
